"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"50070746","SOM BO","Manhattan","143","8 AVENUE","10011","9173856399","Asian/Asian Fusion","05/08/2023","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","33",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,74175110719","-74,00107540085","104","03","008300","1013076","1007410030","MN13","POINT (-74.001075400851 40.741751107194)"
"41385377","PICCOLO SOGNO PIZZERIA-TRATTORIA","Queens","195-14","47 AVENUE","11358","7182241717","Italian","10/16/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","9","A","10/16/2025","01/02/2026","Cycle Inspection / Initial Inspection","40,75254672362","-73,78581221813","411","20","142900","4126957","4056140036","QN48","POINT (-73.785812218132 40.752546723622)"
"50095507","CASA ORA","Brooklyn","148","MESEROLE STREET","11206","9293970281","Latin American","12/12/2022","Violations were cited in the following area(s).","04K","Evidence of rats or live rats in establishment's food or non-food areas.","Critical","18",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,70800964663","-73,943793767","301","34","050500","3071115","3030520018","BK90","POINT (-73.943793767 40.708009646631)"
"50136812","GUEST NEW YORK","Manhattan","643","BROADWAY","10012","9178344503",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,72662738182","-73,99576792679","102","02","005501","1008622","1005320025","MN23","POINT (-73.995767926785 40.726627381822)"
"50077336","EL ENCANTO DE LOLA 2","Manhattan","175","LENOX AVENUE","10026","3472776419","Mexican","03/02/2022","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","9","A","03/02/2022","01/02/2026","Cycle Inspection / Re-inspection","40,80376276096","-73,94841917157","110","09","022000","1057494","1019037501","MN11","POINT (-73.948419171569 40.803762760961)"
"50159751","OLYMPIA STEAKHOUSE","Brooklyn","1419","CONEY ISLAND AVENUE","11230","7187954333","Jewish/Kosher","04/02/2025","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","15","N",,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,62292991388","-73,96481654416","314","44","053400","3179848","3067130057","BK43","POINT (-73.964816544161 40.622929913876)"
"50176352","The Halal Jamm","Queens","8752","PARSONS BOULEVARD","11432","3477314347",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,70806554457","-73,80299833064","408","24","023600",,"4","QN35","POINT (-73.802998330635 40.708065544567)"
"50174161","ZARA PIZZA","Manhattan","84","HESTER STREET","10002","9172944135",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,71630687668","-73,99230192632","103","01","001600","1003886","1003000018","MN27","POINT (-73.99230192632 40.716306876678)"
"50106095","BLUE WILLOW","Manhattan","40","WEST   56 STREET","10019","6466732770","Chinese","09/25/2023","Violations were cited in the following area(s).","04K","Evidence of rats or live rats in establishment's food or non-food areas.","Critical","34",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,76285577667","-73,97584271229","105","04","010400","1034846","1012710060","MN17","POINT (-73.975842712292 40.762855776665)"
"50180010","NEFIS LLC","Manhattan","956","1 AVENUE","10022","2018959980",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,75545585322","-73,96498811083","106","04","008603","1040157","1013640047","MN19","POINT (-73.964988110827 40.755455853216)"
"50033511","DALE DINER","Bronx","189","WEST  231 STREET","10463","7185494445","American","01/31/2024","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","40",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,87873990675","-73,9042974686","208","11","028300","2094712","2032670079","BX29","POINT (-73.904297468602 40.878739906751)"
"41365100","HAAGEN-DAZS","Manhattan","2905","BROADWAY","10025","2126625265","Frozen Desserts","11/06/2025","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","13","A","11/06/2025","01/02/2026","Cycle Inspection / Initial Inspection","40,80628325056","-73,96516716943","109","07","019900","1057350","1018950055","MN09","POINT (-73.965167169426 40.806283250562)"
"50108307","KFC","Brooklyn","1667","PITKIN AVENUE","11212","9295198218","Chicken","10/17/2025","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","12","A","10/17/2025","01/02/2026","Cycle Inspection / Re-inspection","40,66952697197","-73,91180482794","316","41","092400","3080742","3034980060","BK81","POINT (-73.911804827937 40.66952697197)"
"50077411","MISTER CHICKEN II","Queens","44-64","21 STREET","11101","3473306382","Chicken","06/13/2024","Establishment re-closed by DOHMH.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","38",,,"01/02/2026","Cycle Inspection / Reopening Inspection","40,747810498","-73,94746295135","402","26","000700","4000453","4000520048","QN31","POINT (-73.947462951347 40.747810498002)"
"50128532","BROWNSVILLE NITA FISH AND FRY","Brooklyn","110","OSBORN STREET","11212","9179665082","Caribbean","05/07/2024","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","24",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,66968383881","-73,90882704225","316","41","090600","3081086","3035230018","BK81","POINT (-73.908827042249 40.669683838809)"
"50164368","THE ZONE 2","Queens","43-20","31 AVENUE","11103","9175202571",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,76006521802","-73,91446758179","401","22","015300","4011897","4006940001","QN70","POINT (-73.914467581793 40.760065218018)"
"50100272","CAFE-FLOR / BAR 21","Manhattan","218","8 AVENUE","10011","2122222238","American","05/02/2022","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","0",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,74413630875","-73,99930349053","104","03","008700","1014060","1007710001","MN13","POINT (-73.999303490525 40.744136308753)"
"50105377","LE PAIN QUOTIDIEN","Manhattan","1131","MADISON AVENUE","10028","2123274900","French","10/17/2024","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","47",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,77980280797","-73,9595626732","108","04","015001","1046820","1014960021","MN40","POINT (-73.959562673202 40.779802807974)"
"50087174","PAPA JOHN'S","Manhattan","4117","BROADWAY","10033","2127957272","Pizza","01/13/2025","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","35",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,84532161524","-73,93871477161","112","10","026300","1063502","1021420136","MN36","POINT (-73.938714771609 40.845321615242)"
"50169973","BUNN CAFE","Staten Island","1473","RICHMOND AVENUE","10314","3472860988","Bakery Products/Desserts","12/07/2025","Violations were cited in the following area(s).","20-01","Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.","Not Critical",,,,"01/02/2026","Administrative Miscellaneous / Initial Inspection","40,61229004906","-74,1592817674","502","50","029104","5095297","5015460021","SI05","POINT (-74.159281767395 40.61229004906)"
"50130466","JIN SANG GUKBAP","Queens","209-35","NORTHERN BOULEVARD","11361","9179304078","Korean","02/11/2025","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","36","C","02/11/2025","01/02/2026","Cycle Inspection / Re-inspection","40,75922320312","-73,77357186727","411","19","146700","4438267","4062800020","QN46","POINT (-73.773571867267 40.759223203124)"
"41423288","MAPLE GARDEN RESTAURANT","Queens","42-09","MAIN STREET","11355","7188880011","Chinese","09/14/2023","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","43","C","09/14/2023","01/02/2026","Cycle Inspection / Re-inspection","40,75502780818","-73,82812511162","407","20","085300","4115795","4051350001","QN22","POINT (-73.828125111617 40.755027808184)"
"50004130","AVENUE P APPETIZER","Brooklyn","466","AVENUE P","11223","7183397202","Jewish/Kosher","02/22/2024","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","27","B","02/22/2024","01/02/2026","Cycle Inspection / Re-inspection","40,60910049019","-73,97028017818","315","44","042200","3176004","3066350008","BK25","POINT (-73.97028017818 40.609100490185)"
"41701557","STUDIO 9C","Manhattan","30","ROCKEFLLER PLAZA",,"2126644454","American","06/14/2022","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","29",,,"01/02/2026","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50153591","ELYON RESTAURANT","Queens","212-21","JAMAICA AVENUE","11428","3475969103","French","01/29/2025","Violations were cited in the following area(s).","04K","Evidence of rats or live rats in establishment's food or non-food areas.","Critical","25","B","01/29/2025","01/02/2026","Pre-permit (Operational) / Re-inspection","40,71586678824","-73,7460586846","413","23","054200","4226101","4106010036","QN34","POINT (-73.746058684603 40.715866788236)"
"50089143","L8 LOUNGE","Manhattan","4","PENN PLAZA","10121","2124656000","American","02/01/2025","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","02/01/2025","01/02/2026","Cycle Inspection / Initial Inspection","40,75065483663","-73,99194423908","105","03","010100","1082908","1007810001","MN17","POINT (-73.991944239076 40.750654836632)"
"50064836","SUPERMOON BAKEHOUSE","Manhattan","120","RIVINGTON STREET","10002","4156974100","Bakery Products/Desserts","01/04/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","13","A","01/04/2024","01/02/2026","Cycle Inspection / Initial Inspection","40,71974836669","-73,98726180542","103","01","003001","1004321","1003540037","MN27","POINT (-73.987261805422 40.719748366686)"
"50168858","STUFFED DESSERTS","Queens","246-13","JERICHO TURNPIKE","11426","5169072122","Other","07/01/2025","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","35","N",,"01/02/2026","Pre-permit (Operational) / Initial Inspection","40,725123244","-73,72167396049","413","23","161700","4176912","4086600004","QN43","POINT (-73.72167396049 40.725123244002)"
"50170298","KILLSBORO LLC","Staten Island","814","RICHMOND TERRACE","10301","3472778680",,"01/01/1900",,,,"Not Applicable",,,,"01/02/2026",,"40,6447187016","-74,09940505395","501","49","008100","5001742","5000700020","SI22","POINT (-74.099405053953 40.644718701595)"
"50156054","WENDY'S","Manhattan","3939","BROADWAY","10032","2018184669","American","10/16/2024","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","12","A","10/16/2024","01/02/2026","Pre-permit (Operational) / Initial Inspection","40,83887561311","-73,94136619322","112","07","024500","1063378","1021370190","MN36","POINT (-73.941366193222 40.838875613106)"
"50087667","KOREAN EXPRESS","Manhattan","807","LEXINGTON AVENUE","10065","2127550123","Korean","12/30/2024","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","58",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,76428624162","-73,96666568938","108","04","011402","1042039","1013970020","MN40","POINT (-73.966665689375 40.764286241618)"
"41686168","CAFE LATTE","Staten Island","309","CROMWELL AVENUE","10305","7189870192","Mediterranean","04/09/2024","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","31",,,"01/02/2026","Cycle Inspection / Initial Inspection","40,58800675947","-74,09183150021","502","50","009602","5157688","5033400097","SI36","POINT (-74.091831500213 40.588006759467)"
